"id_fatura","id_processamento","id_cliente","fl_ativa","dt_vencimento","vl_minimo_pagamento","vl_fatura"
1877453,2428,13983,S,2023-08-20,817.63,1190.99
1818847,2416,13983,N,2023-06-20,447.23,561.26
1848016,2422,13983,N,2023-07-20,529.18,971.03
1852603,2423,14130,N,2023-07-25,0.00,0.00
1789676,2410,13983,N,2023-05-20,534.90,564.04
1760823,2404,13983,N,2023-04-20,372.26,675.87
1675386,2386,13983,N,2023-01-20,194.74,921.73
1647291,2380,13983,N,2022-12-20,129.91,649.57
1703682,2392,13983,N,2023-02-20,228.30,865.16
1732134,2398,13983,N,2023-03-20,263.01,290.45
1611437,2368,13983,N,2022-10-20,0.00,0.00
1619376,2374,13983,N,2022-11-20,180.81,904.05
1843367,2421,14059,N,2023-07-15,0.00,0.00
1872759,2427,14059,S,2023-08-15,0.00,0.00
1814222,2415,14059,N,2023-06-15,0.00,0.00
1785091,2409,14059,N,2023-05-15,0.00,0.00
1756269,2403,14059,N,2023-04-15,0.00,0.00
1727619,2397,14059,N,2023-03-15,0.00,0.00
1699192,2391,14059,N,2023-02-15,0.00,0.00
1670937,2385,14059,N,2023-01-15,0.00,0.00
1614995,2373,14059,N,2022-11-15,0.00,0.00
1642889,2379,14059,N,2022-12-15,0.00,0.00
1587264,2367,14059,N,2022-10-15,0.00,0.00
1452160,2337,14059,N,2022-05-15,0.00,0.00
1559768,2361,14059,N,2022-09-15,0.00,0.00
1505300,2349,14059,N,2022-07-15,0.00,0.00
1532473,2355,14059,N,2022-08-15,0.00,0.00
1478510,2343,14059,N,2022-06-15,0.00,0.00
1425770,2331,14059,N,2022-04-15,0.00,0.00
1399764,2325,14059,N,2022-03-15,0.00,0.00
1373940,2319,14059,N,2022-02-15,0.00,0.00
1348494,2313,14059,N,2022-01-15,0.00,0.00
1323094,2307,14059,N,2021-12-15,0.00,0.00
1273242,2295,14059,N,2021-10-15,0.00,0.00
1297902,2301,14059,N,2021-11-15,0.00,0.00
1249055,2289,14059,N,2021-09-15,0.00,0.00
1201376,2277,14059,N,2021-07-15,482.72,517.60
1225044,2283,14059,N,2021-08-15,750.56,832.14
1178537,2271,14059,N,2021-06-15,236.12,246.72
1111670,2253,14059,N,2021-03-15,459.48,923.94
1133816,2259,14059,N,2021-04-15,734.39,1081.12
1156109,2265,14059,N,2021-05-15,221.06,221.06
1089745,2247,14059,N,2021-02-15,152.08,608.42
1076383,2241,14059,N,2021-01-15,0.00,0.00
1852592,2423,14064,N,2023-07-25,81.65,400.68
1882013,2429,14064,S,2023-08-25,94.01,438.13
1823340,2417,14064,N,2023-06-25,296.46,534.20
1794253,2411,14064,N,2023-05-25,90.98,431.11
1708072,2393,14064,N,2023-02-25,271.71,487.62
1765304,2405,14064,N,2023-04-25,139.54,455.90
1736554,2399,14064,N,2023-03-25,406.72,576.53
1679756,2387,14064,N,2023-01-25,79.90,399.50
1639368,2375,14064,N,2022-11-25,0.00,0.00
1651652,2381,14064,N,2022-12-25,82.34,411.72
1805028,2414,14066,N,2023-06-10,0.00,0.00
1834137,2420,14066,N,2023-07-10,0.00,0.00
1863446,2426,14066,S,2023-08-10,0.00,0.00
1775989,2408,14066,N,2023-05-10,0.00,0.00
1747217,2402,14066,N,2023-04-10,0.00,0.00
1662090,2384,14066,N,2023-01-10,0.00,0.00
1690286,2390,14066,N,2023-02-10,0.00,0.00
1718650,2396,14066,N,2023-03-10,0.00,0.00
1606237,2372,14066,N,2022-11-10,0.00,0.00
1634106,2378,14066,N,2022-12-10,0.00,0.00
1578619,2366,14066,N,2022-10-10,0.00,0.00
1551216,2360,14066,N,2022-09-10,0.00,0.00
1523985,2354,14066,N,2022-08-10,0.00,0.00
1496872,2348,14066,N,2022-07-10,0.00,0.00
1470304,2342,14066,N,2022-06-10,0.00,0.00
1443974,2336,14066,N,2022-05-10,0.00,0.00
1391786,2324,14066,N,2022-03-10,0.00,0.00
1366016,2318,14066,N,2022-02-10,0.00,0.00
1417705,2330,14066,N,2022-04-10,0.00,0.00
1283584,2294,14066,N,2021-10-10,0.00,0.00
1340644,2312,14066,N,2022-01-10,0.00,0.00
1315372,2306,14066,N,2021-12-10,0.00,0.00
1290367,2300,14066,N,2021-11-10,0.00,0.00
1708083,2393,14130,N,2023-02-25,0.00,0.00
1651663,2381,14130,N,2022-12-25,0.00,0.00
1805043,2414,14136,N,2023-06-10,0.00,0.00
1690301,2390,14136,N,2023-02-10,0.64,0.78
1718665,2396,14136,N,2023-03-10,0.71,0.78
1524000,2354,14136,N,2022-08-10,4.99,4.99
1524022,2354,14218,N,2022-08-10,147.86,632.95
1340679,2312,14218,N,2022-01-10,236.66,532.60
1877471,2428,14220,S,2023-08-20,110.89,488.19
1848034,2422,14220,N,2023-07-20,110.87,488.17
1789694,2410,14220,N,2023-05-20,119.92,494.69
1647309,2380,14220,N,2022-12-20,110.99,494.30
1675404,2386,14220,N,2023-01-20,345.69,606.76
1703700,2392,14220,N,2023-02-20,93.56,443.86
1732152,2398,14220,N,2023-03-20,110.90,495.03
1482678,2344,14220,N,2022-06-20,105.86,468.01
1794282,2411,14300,N,2023-05-25,75.35,75.35
1852624,2423,14311,N,2023-07-25,0.00,0.00
1794285,2411,14311,N,2023-05-25,0.00,0.00
1651683,2381,14311,N,2022-12-25,0.00,0.00
1794291,2411,14375,N,2023-05-25,55.82,251.15
1651689,2381,14375,N,2022-12-25,37.28,155.60
1882024,2429,14130,S,2023-08-25,0.00,0.00
1882042,2429,14300,S,2023-08-25,152.20,264.19
1882045,2429,14311,S,2023-08-25,0.00,0.00
1882051,2429,14375,S,2023-08-25,109.43,519.21
1794264,2411,14130,N,2023-05-25,0.00,0.00
1823351,2417,14130,N,2023-06-25,0.00,0.00
1823369,2417,14300,N,2023-06-25,188.66,205.44
1823372,2417,14311,N,2023-06-25,0.00,0.00
1736565,2399,14130,N,2023-03-25,0.00,0.00
1765315,2405,14130,N,2023-04-25,0.00,0.00
1679767,2387,14130,N,2023-01-25,0.00,0.00
1679788,2387,14311,N,2023-01-25,0.00,0.00
1623719,2375,14130,N,2022-11-25,0.00,0.00
1568393,2363,14130,N,2022-09-25,0.00,0.00
1595917,2369,14130,N,2022-10-25,0.00,0.00
1434128,2333,14130,N,2022-04-25,0.00,0.00
1513927,2351,14130,N,2022-07-25,0.00,0.00
1513947,2351,14311,N,2022-07-25,0.00,0.00
1541015,2357,14130,N,2022-08-25,0.00,0.00
1460464,2339,14130,N,2022-05-25,0.00,0.00
1460484,2339,14311,N,2022-05-25,0.00,0.00
1486910,2345,14130,N,2022-06-25,0.00,0.00
1356515,2315,14130,N,2022-01-25,186.76,186.76
1382176,2321,14130,N,2022-02-25,383.04,406.18
1407987,2327,14130,N,2022-03-25,529.12,586.15
1408007,2327,14311,N,2022-03-25,0.00,0.00
1344893,2309,14130,N,2021-12-25,0.00,0.00
1834152,2420,14136,N,2023-07-10,0.00,0.00
1834174,2420,14218,N,2023-07-10,136.98,616.98
1834177,2420,14225,N,2023-07-10,126.25,126.25
1863461,2426,14136,S,2023-08-10,0.00,0.00
1776004,2408,14136,N,2023-05-10,12.63,32.10
1747232,2402,14136,N,2023-04-10,0.75,0.78
1747254,2402,14218,N,2023-04-10,179.62,574.96
1747257,2402,14225,N,2023-04-10,115.02,476.04
1662105,2384,14136,N,2023-01-10,10.90,30.54
1634121,2378,14136,N,2022-12-10,11.56,33.83
1606252,2372,14136,N,2022-11-10,22.17,86.90
1578634,2366,14136,N,2022-10-10,29.04,121.25
1578656,2366,14218,N,2022-10-10,124.62,599.14
1578659,2366,14225,N,2022-10-10,0.00,0.00
1551231,2360,14136,N,2022-09-10,0.00,0.00
1551253,2360,14218,N,2022-09-10,0.00,0.00
1517100,2348,14136,N,2022-07-10,0.00,0.00
1886463,2431,14138,S,2023-09-05,257.02,1168.39
1886465,2431,14161,S,2023-09-05,26.81,57.55
1856959,2425,14138,N,2023-08-05,211.12,459.18
1827671,2419,14138,N,2023-07-05,313.92,973.21
1769560,2407,14138,N,2023-05-05,187.12,907.62
1798585,2413,14138,N,2023-06-05,106.99,506.99
1798587,2413,14161,N,2023-06-05,297.19,671.55
1740776,2401,14138,N,2023-04-05,219.73,1074.67
1740778,2401,14161,N,2023-04-05,178.46,178.46
1712235,2395,14138,N,2023-03-05,222.83,1077.77
1712237,2395,14161,N,2023-03-05,75.99,355.99
1683873,2389,14138,N,2023-02-05,35.80,155.06
1683875,2389,14161,N,2023-02-05,266.06,462.91
1599887,2371,14138,N,2022-11-05,107.60,514.02
1599889,2371,14161,N,2022-11-05,55.50,253.56
1655694,2383,14138,N,2023-01-05,126.14,606.73
1627695,2377,14138,N,2022-12-05,200.48,937.34
1627697,2377,14161,N,2022-12-05,75.87,355.37
1572262,2365,14138,N,2022-10-05,155.73,754.71
1572264,2365,14161,N,2022-10-05,102.30,419.32
1556205,2359,14138,N,2022-09-05,0.00,0.00
1856961,2425,14161,N,2023-08-05,126.99,606.99
1827673,2419,14161,N,2023-07-05,165.77,653.59
1823378,2417,14375,N,2023-06-25,111.57,378.16
1769562,2407,14161,N,2023-05-05,230.47,434.51
1544812,2359,14161,N,2022-09-05,75.53,353.68
1655696,2383,14161,N,2023-01-05,85.27,373.94
1517680,2353,14161,N,2022-08-05,86.59,369.03
1464053,2341,14161,N,2022-06-05,15.22,24.61
1490566,2347,14161,N,2022-07-05,75.12,351.63
1437701,2335,14161,N,2022-05-05,75.17,345.43
1385603,2323,14161,N,2022-03-05,81.50,378.01
1359850,2317,14161,N,2022-02-05,248.12,432.23
1411474,2329,14161,N,2022-04-05,264.54,465.88
1284188,2299,14161,N,2021-11-05,84.24,365.28
1334483,2311,14161,N,2022-01-05,75.99,355.99
1235549,2287,14161,N,2021-09-05,88.44,315.32
1309176,2305,14161,N,2021-12-05,74.80,350.05
1188402,2275,14161,N,2021-07-05,61.76,284.83
1165792,2269,14161,N,2021-06-05,75.99,355.99
1259689,2293,14161,N,2021-10-05,0.00,0.00
1211676,2281,14161,N,2021-08-05,13.97,23.08
1143425,2263,14161,N,2021-05-05,89.98,313.98
1130277,2257,14161,N,2021-04-05,0.00,0.00
1863482,2426,14218,S,2023-08-10,94.44,444.25
1863485,2426,14225,S,2023-08-10,269.97,289.79
1776026,2408,14218,N,2023-05-10,106.93,506.69
1805065,2414,14218,N,2023-06-10,150.42,643.65
1805068,2414,14225,N,2023-06-10,126.25,126.25
1690323,2390,14218,N,2023-02-10,123.28,592.45
1662127,2384,14218,N,2023-01-10,121.75,584.81
1623745,2375,14375,N,2022-11-25,21.87,85.40
1718687,2396,14218,N,2023-03-10,104.68,499.44
1718690,2396,14225,N,2023-03-10,100.61,439.15
1606274,2372,14218,N,2022-11-10,24.65,99.27
1634143,2378,14218,N,2022-12-10,134.82,602.21
1634146,2378,14225,N,2022-12-10,89.03,421.21
1496908,2348,14218,N,2022-07-10,135.77,614.95
1470340,2342,14218,N,2022-06-10,0.00,0.00
1444010,2336,14218,N,2022-05-10,110.17,526.90
1391822,2324,14218,N,2022-03-10,73.73,344.70
1366052,2318,14218,N,2022-02-10,419.89,633.86
1417741,2330,14218,N,2022-04-10,14.30,47.55
1315407,2306,14218,N,2021-12-10,68.76,287.88
1251293,2288,14218,N,2021-09-10,0.00,0.00
1290402,2300,14218,N,2021-11-10,86.32,375.67
1265928,2294,14218,N,2021-10-10,85.58,384.00
1818865,2416,14220,N,2023-06-20,110.94,487.92
1760841,2404,14220,N,2023-04-20,107.00,472.17
1619394,2374,14220,N,2022-11-20,105.63,467.69
1591625,2368,14220,N,2022-10-20,95.99,455.99
1509677,2350,14220,N,2022-07-20,107.81,478.41
1536756,2356,14220,N,2022-08-20,110.79,492.46
1564097,2362,14220,N,2022-09-20,109.55,485.17
1377948,2320,14220,N,2022-02-20,106.68,470.63
1429863,2332,14220,N,2022-04-20,95.99,455.99
1456286,2338,14220,N,2022-05-20,107.18,475.44
1403802,2326,14220,N,2022-03-20,95.99,455.99
1352433,2314,14220,N,2022-01-20,117.33,494.25
1301722,2302,14220,N,2021-11-20,106.48,471.95
1326995,2308,14220,N,2021-12-20,95.99,455.99
1228662,2284,14220,N,2021-08-20,0.00,0.00
1221399,2278,14220,N,2021-07-20,0.00,0.00
1276997,2296,14220,N,2021-10-20,95.99,455.99
1252733,2290,14220,N,2021-09-20,95.99,455.99
1776029,2408,14225,N,2023-05-10,338.04,583.25
1662130,2384,14225,N,2023-01-10,88.33,417.71
1690326,2390,14225,N,2023-02-10,170.23,467.22
1606277,2372,14225,N,2022-11-10,89.83,425.19
1572993,2360,14225,N,2022-09-10,0.00,0.00
1852621,2423,14300,N,2023-07-25,154.77,154.77
1765333,2405,14300,N,2023-04-25,74.35,74.35
1765336,2405,14311,N,2023-04-25,0.00,0.00
1765342,2405,14375,N,2023-04-25,96.56,204.97
1679785,2387,14300,N,2023-01-25,0.00,0.00
1708101,2393,14300,N,2023-02-25,39.74,174.74
1708104,2393,14311,N,2023-02-25,0.00,0.00
1708110,2393,14375,N,2023-02-25,73.90,150.37
1736583,2399,14300,N,2023-03-25,74.35,74.35
1736586,2399,14311,N,2023-03-25,0.00,0.00
1667407,2381,14300,N,2022-12-25,0.00,0.00
1623739,2375,14311,N,2022-11-25,0.00,0.00
1568413,2363,14311,N,2022-09-25,0.00,0.00
1595937,2369,14311,N,2022-10-25,0.00,0.00
1434148,2333,14311,N,2022-04-25,0.00,0.00
1541035,2357,14311,N,2022-08-25,0.00,0.00
1486930,2345,14311,N,2022-06-25,0.00,0.00
1382196,2321,14311,N,2022-02-25,0.00,0.00
1356535,2315,14311,N,2022-01-25,319.98,444.28
1281022,2297,14311,N,2021-10-25,43.58,193.96
1331138,2309,14311,N,2021-12-25,215.03,371.55
1305877,2303,14311,N,2021-11-25,65.92,305.64
1208791,2279,14311,N,2021-07-25,49.50,223.53
1256701,2291,14311,N,2021-09-25,32.79,93.74
1205970,2273,14311,N,2021-06-25,0.00,0.00
1232597,2285,14311,N,2021-08-25,44.95,182.93
1852630,2423,14375,N,2023-07-25,82.05,382.27
1736592,2399,14375,N,2023-03-25,72.64,339.26
1679794,2387,14375,N,2023-01-25,54.30,235.24
1568419,2363,14375,N,2022-09-25,33.62,144.12
1434154,2333,14375,N,2022-04-25,101.57,262.75
1541041,2357,14375,N,2022-08-25,26.55,108.78
1460490,2339,14375,N,2022-05-25,168.20,189.36
1486936,2345,14375,N,2022-06-25,24.44,98.26
1382202,2321,14375,N,2022-02-25,39.48,173.46
1331144,2309,14375,N,2021-12-25,147.60,206.49
1408013,2327,14375,N,2022-03-25,90.10,237.36
1305883,2303,14375,N,2021-11-25,53.46,243.32
1599930,2371,14876,N,2022-11-05,0.00,0.00
1655737,2383,14876,N,2023-01-05,0.00,0.00
1464092,2341,14876,N,2022-06-05,0.00,0.00
1514017,2351,14917,N,2022-07-25,0.00,0.00
1595943,2369,14375,N,2022-10-25,14.54,48.76
1513953,2351,14375,N,2022-07-25,19.37,72.87
1356541,2315,14375,N,2022-01-25,12.28,37.42
1281028,2297,14375,N,2021-10-25,50.31,227.61
1208797,2279,14375,N,2021-07-25,181.23,310.70
1256707,2291,14375,N,2021-09-25,32.76,131.55
1140853,2261,14375,N,2021-04-25,48.99,220.98
1163178,2267,14375,N,2021-05-25,65.99,305.99
1185708,2273,14375,N,2021-06-25,55.52,253.63
1232603,2285,14375,N,2021-08-25,42.36,103.36
1120626,2255,14375,N,2021-03-25,0.00,0.00
1834232,2420,14386,N,2023-07-10,182.63,381.41
1863540,2426,14386,S,2023-08-10,228.67,571.64
1863591,2426,14542,S,2023-08-10,0.00,0.00
1776084,2408,14386,N,2023-05-10,132.94,132.94
1805123,2414,14386,N,2023-06-10,134.35,140.01
1805174,2414,14542,N,2023-06-10,0.00,0.00
1805178,2414,14553,N,2023-06-10,0.00,0.00
1747312,2402,14386,N,2023-04-10,131.94,131.94
1662184,2384,14386,N,2023-01-10,106.61,509.08
1690380,2390,14386,N,2023-02-10,200.54,595.18
1718745,2396,14386,N,2023-03-10,135.98,615.98
1606331,2372,14386,N,2022-11-10,237.48,546.80
1634200,2378,14386,N,2022-12-10,291.15,291.15
1578713,2366,14386,N,2022-10-10,65.16,261.87
1578765,2366,14542,N,2022-10-10,0.00,0.00
1551309,2360,14386,N,2022-09-10,263.46,647.88
1496964,2348,14386,N,2022-07-10,55.49,253.47
1524078,2354,14386,N,2022-08-10,174.45,578.11
1470396,2342,14386,N,2022-06-10,135.31,612.62
1444066,2336,14386,N,2022-05-10,83.97,395.91
1437740,2335,14876,N,2022-05-05,0.00,0.00
1366108,2318,14386,N,2022-02-10,133.96,613.89
1391878,2324,14386,N,2022-03-10,115.44,553.24
1417797,2330,14386,N,2022-04-10,124.36,565.87
1340735,2312,14386,N,2022-01-10,93.82,445.16
1315463,2306,14386,N,2021-12-10,113.02,541.14
1241868,2288,14386,N,2021-09-10,129.54,591.79
1290458,2300,14386,N,2021-11-10,129.89,593.54
1174968,2270,14386,N,2021-06-10,0.00,0.00
1265983,2294,14386,N,2021-10-10,114.98,550.93
1217925,2282,14386,N,2021-08-10,115.81,555.08
1194566,2276,14386,N,2021-07-10,119.94,555.76
1834283,2420,14542,N,2023-07-10,0.00,0.00
1776135,2408,14542,N,2023-05-10,0.00,0.00
1747367,2402,14553,N,2023-04-10,0.00,0.00
1776139,2408,14553,N,2023-05-10,0.00,0.00
1747363,2402,14542,N,2023-04-10,0.00,0.00
1662235,2384,14542,N,2023-01-10,0.00,0.00
1662239,2384,14553,N,2023-01-10,0.00,0.00
1690431,2390,14542,N,2023-02-10,0.00,0.00
1690435,2390,14553,N,2023-02-10,0.00,0.00
1718796,2396,14542,N,2023-03-10,0.00,0.00
1718800,2396,14553,N,2023-03-10,0.00,0.00
1634251,2378,14542,N,2022-12-10,0.00,0.00
1634255,2378,14553,N,2022-12-10,0.00,0.00
1606383,2372,14542,N,2022-11-10,0.00,0.00
1606387,2372,14553,N,2022-11-10,0.00,0.00
1551361,2360,14542,N,2022-09-10,444.27,630.46
1524130,2354,14542,N,2022-08-10,295.20,521.18
1497020,2348,14553,N,2022-07-10,0.00,0.00
1524134,2354,14553,N,2022-08-10,0.00,0.00
1497016,2348,14542,N,2022-07-10,89.30,422.56
1448622,2336,14542,N,2022-05-10,0.00,0.00
1470448,2342,14542,N,2022-06-10,49.99,226.00
1834287,2420,14553,N,2023-07-10,0.00,0.00
1863595,2426,14553,S,2023-08-10,0.00,0.00
1551365,2360,14553,N,2022-09-10,0.00,0.00
1578769,2366,14553,N,2022-10-10,0.00,0.00
1470452,2342,14553,N,2022-06-10,0.00,0.00
1444121,2336,14553,N,2022-05-10,0.00,0.00
1391932,2324,14553,N,2022-03-10,0.00,0.00
1366161,2318,14553,N,2022-02-10,0.00,0.00
1417851,2330,14553,N,2022-04-10,0.00,0.00
1340788,2312,14553,N,2022-01-10,0.00,0.00
1315516,2306,14553,N,2021-12-10,0.00,0.00
1217978,2282,14553,N,2021-08-10,0.00,0.00
1241921,2288,14553,N,2021-09-10,0.00,0.00
1290511,2300,14553,N,2021-11-10,0.00,0.00
1266036,2294,14553,N,2021-10-10,0.00,0.00
1194619,2276,14553,N,2021-07-10,0.00,0.00
1149586,2264,14553,N,2021-05-10,0.00,0.00
1127367,2258,14553,N,2021-04-10,0.00,0.00
1171956,2270,14553,N,2021-06-10,0.00,0.00
1086187,2246,14553,N,2021-02-10,0.00,0.00
1105295,2252,14553,N,2021-03-10,0.00,0.00
1843474,2421,14721,N,2023-07-15,0.00,0.00
1872866,2427,14721,S,2023-08-15,0.00,0.00
1814329,2415,14721,N,2023-06-15,0.00,0.00
1785198,2409,14721,N,2023-05-15,0.00,0.00
1756376,2403,14721,N,2023-04-15,0.00,0.00
1727726,2397,14721,N,2023-03-15,0.00,0.00
1642996,2379,14721,N,2022-12-15,0.00,0.00
1699299,2391,14721,N,2023-02-15,218.83,381.81
1671044,2385,14721,N,2023-01-15,65.99,305.99
1615102,2373,14721,N,2022-11-15,0.00,0.00
1508240,2349,14721,N,2022-07-15,0.00,0.00
1587371,2367,14721,N,2022-10-15,0.00,0.00
1559875,2361,14721,N,2022-09-15,0.00,0.00
1532580,2355,14721,N,2022-08-15,0.00,0.00
1834356,2420,14772,N,2023-07-10,130.77,625.87
1863664,2426,14772,S,2023-08-10,527.24,1252.48
1776208,2408,14772,N,2023-05-10,269.00,317.80
1805247,2414,14772,N,2023-06-10,245.76,253.81
1747436,2402,14772,N,2023-04-10,392.94,964.83
1718868,2396,14772,N,2023-03-10,321.44,660.10
1662308,2384,14772,N,2023-01-10,230.52,1128.66
1690503,2390,14772,N,2023-02-10,363.71,741.22
1655113,2378,14772,N,2022-12-10,0.00,0.00
1886506,2431,14876,S,2023-09-05,0.00,0.00
1857002,2425,14876,N,2023-08-05,0.00,0.00
1827714,2419,14876,N,2023-07-05,0.00,0.00
1769603,2407,14876,N,2023-05-05,0.00,0.00
1798628,2413,14876,N,2023-06-05,0.00,0.00
1740819,2401,14876,N,2023-04-05,0.00,0.00
1712279,2395,14876,N,2023-03-05,0.00,0.00
1683916,2389,14876,N,2023-02-05,0.00,0.00
1544852,2359,14876,N,2022-09-05,0.00,0.00
1517720,2353,14876,N,2022-08-05,0.00,0.00
1627738,2377,14876,N,2022-12-05,0.00,0.00
1572305,2365,14876,N,2022-10-05,0.00,0.00
1490606,2347,14876,N,2022-07-05,0.00,0.00
1385642,2323,14876,N,2022-03-05,0.00,0.00
1359889,2317,14876,N,2022-02-05,200.37,652.86
1411513,2329,14876,N,2022-04-05,0.00,0.00
1284227,2299,14876,N,2021-11-05,71.66,334.32
1334522,2311,14876,N,2022-01-05,31.82,135.13
1259728,2293,14876,N,2021-10-05,140.28,677.42
1212182,2281,14876,N,2021-08-05,0.00,0.00
1235588,2287,14876,N,2021-09-05,4.99,4.99
1309215,2305,14876,N,2021-12-05,358.35,1028.45
1852695,2423,14917,N,2023-07-25,0.00,0.00
1882116,2429,14917,S,2023-08-25,0.00,0.00
1823442,2417,14917,N,2023-06-25,0.00,0.00
1765406,2405,14917,N,2023-04-25,0.00,0.00
1708174,2393,14917,N,2023-02-25,0.00,0.00
1736656,2399,14917,N,2023-03-25,0.00,0.00
1794355,2411,14917,N,2023-05-25,0.00,0.00
1679857,2387,14917,N,2023-01-25,0.00,0.00
1623808,2375,14917,N,2022-11-25,0.00,0.00
1568483,2363,14917,N,2022-09-25,0.00,0.00
1651752,2381,14917,N,2022-12-25,0.00,0.00
1596007,2369,14917,N,2022-10-25,0.00,0.00
1434218,2333,14917,N,2022-04-25,0.00,0.00
1120619,2254,14939,N,2021-03-20,0.00,0.00
1856081,2424,15009,N,2023-08-01,0.00,0.00
1826758,2418,15009,N,2023-07-01,0.00,0.00
1682985,2388,15009,N,2023-02-01,0.00,0.00
1308324,2304,15009,N,2021-12-01,0.00,0.00
1444310,2336,15170,N,2022-05-10,40.96,180.85
1541105,2357,14917,N,2022-08-25,0.00,0.00
1460554,2339,14917,N,2022-05-25,0.00,0.00
1487000,2345,14917,N,2022-06-25,0.00,0.00
1382266,2321,14917,N,2022-02-25,0.00,0.00
1408077,2327,14917,N,2022-03-25,0.00,0.00
1356605,2315,14917,N,2022-01-25,0.00,0.00
1328365,2303,14917,N,2021-11-25,0.00,0.00
1331208,2309,14917,N,2021-12-25,0.00,0.00
1877512,2428,14939,S,2023-08-20,0.00,0.00
1877515,2428,15044,S,2023-08-20,0.00,0.00
1848075,2422,14939,N,2023-07-20,0.00,0.00
1848078,2422,15044,N,2023-07-20,0.00,0.00
1789735,2410,14939,N,2023-05-20,0.00,0.00
1789738,2410,15044,N,2023-05-20,0.00,0.00
1818906,2416,14939,N,2023-06-20,0.00,0.00
1818909,2416,15044,N,2023-06-20,0.00,0.00
1760882,2404,14939,N,2023-04-20,0.00,0.00
1760885,2404,15044,N,2023-04-20,0.00,0.00
1675446,2386,14939,N,2023-01-20,0.00,0.00
1675449,2386,15044,N,2023-01-20,0.00,0.00
1647351,2380,14939,N,2022-12-20,0.00,0.00
1647354,2380,15044,N,2022-12-20,0.00,0.00
1703741,2392,14939,N,2023-02-20,0.00,0.00
1703744,2392,15044,N,2023-02-20,0.00,0.00
1732193,2398,14939,N,2023-03-20,0.00,0.00
1732196,2398,15044,N,2023-03-20,0.00,0.00
1564138,2362,14939,N,2022-09-20,0.00,0.00
1591666,2368,14939,N,2022-10-20,0.00,0.00
1509718,2350,14939,N,2022-07-20,0.00,0.00
1619435,2374,14939,N,2022-11-20,0.00,0.00
1619438,2374,15044,N,2022-11-20,0.00,0.00
1536797,2356,14939,N,2022-08-20,0.00,0.00
1536800,2356,15044,N,2022-08-20,0.00,0.00
1429904,2332,14939,N,2022-04-20,310.92,551.52
1429907,2332,15044,N,2022-04-20,0.00,0.00
1456327,2338,14939,N,2022-05-20,467.80,663.06
1456330,2338,15044,N,2022-05-20,0.00,0.00
1482719,2344,14939,N,2022-06-20,0.00,0.00
1482722,2344,15044,N,2022-06-20,0.00,0.00
1352474,2314,14939,N,2022-01-20,104.22,219.63
1403843,2326,14939,N,2022-03-20,94.71,449.61
1403846,2326,15044,N,2022-03-20,0.00,0.00
1377989,2320,14939,N,2022-02-20,104.42,466.16
1377992,2320,15044,N,2022-02-20,0.00,0.00
1301763,2302,14939,N,2021-11-20,54.75,213.61
1301766,2302,15044,N,2021-11-20,81.49,326.57
1327036,2308,14939,N,2021-12-20,202.91,484.99
1327039,2308,15044,N,2021-12-20,234.21,395.91
1228703,2284,14939,N,2021-08-20,66.89,310.48
1252774,2290,14939,N,2021-09-20,43.14,166.90
1277038,2296,14939,N,2021-10-20,95.33,452.68
1204878,2278,14939,N,2021-07-20,74.28,347.42
1137133,2260,14939,N,2021-04-20,62.64,289.22
1181949,2272,14939,N,2021-06-20,19.55,73.79
1159458,2266,14939,N,2021-05-20,95.24,452.24
1834415,2420,14967,N,2023-07-10,0.00,0.00
1834428,2420,15004,N,2023-07-10,3.24,3.30
1863723,2426,14967,S,2023-08-10,0.00,0.00
1776267,2408,14967,N,2023-05-10,0.00,0.00
1805306,2414,14967,N,2023-06-10,0.00,0.00
1805319,2414,15004,N,2023-06-10,3.18,3.30
1747495,2402,14967,N,2023-04-10,0.00,0.00
1662367,2384,14967,N,2023-01-10,0.00,0.00
1662380,2384,15004,N,2023-01-10,3.06,6.16
1690562,2390,14967,N,2023-02-10,0.00,0.00
1690575,2390,15004,N,2023-02-10,30.01,109.18
1718927,2396,14967,N,2023-03-10,0.00,0.00
1718940,2396,15004,N,2023-03-10,2.31,3.30
1606514,2372,14967,N,2022-11-10,0.00,0.00
1634382,2378,14967,N,2022-12-10,0.00,0.00
1634395,2378,15004,N,2022-12-10,27.63,114.19
1578894,2366,14967,N,2022-10-10,0.00,0.00
1578907,2366,15004,N,2022-10-10,0.00,0.00
1551490,2360,14967,N,2022-09-10,0.00,0.00
1551503,2360,15004,N,2022-09-10,32.32,122.57
1524259,2354,14967,N,2022-08-10,0.00,0.00
1524272,2354,15004,N,2022-08-10,3.47,4.25
1497145,2348,14967,N,2022-07-10,0.00,0.00
1497158,2348,15004,N,2022-07-10,2.69,4.25
1470577,2342,14967,N,2022-06-10,92.54,114.85
1470590,2342,15004,N,2022-06-10,27.75,114.78
1444246,2336,14967,N,2022-05-10,62.55,83.67
1366286,2318,14967,N,2022-02-10,162.71,494.74
1366299,2318,15004,N,2022-02-10,0.00,0.00
1417976,2330,14967,N,2022-04-10,30.31,57.05
1392057,2324,14967,N,2022-03-10,111.07,491.84
1319536,2306,14967,N,2021-12-10,0.00,0.00
1340913,2312,14967,N,2022-01-10,98.21,467.09
1863736,2426,15004,S,2023-08-10,3.27,3.30
1776280,2408,15004,N,2023-05-10,3.06,3.30
1747508,2402,15004,N,2023-04-10,2.81,3.30
