"id_bloqueio_cliente","id_cliente","id_tipo_bloqueio_cliente","dt_bloqueio","dt_desbloqueio","fl_liberado","dt_vencimento_fatura"
39723,25022,3,2020-01-25,,N,
36246,25022,2,2019-09-25,2019-10-09,S,2019-09-15
33600,25022,2,2019-06-25,2019-07-03,S,2019-06-15
31852,25022,2,2019-04-25,2019-05-02,S,2019-04-15
34616,25059,3,2019-07-25,,N,
32675,25059,9,2019-05-25,2019-07-25,S,2019-05-15
62358,25068,2,2022-06-18,2022-07-01,S,2022-06-15
59564,25068,2,2022-04-18,2022-05-24,S,2022-04-15
65081,25068,9,2022-08-18,2022-10-18,S,2022-08-15
68237,25068,3,2022-10-18,,N,
74397,25073,3,2023-02-23,,N,
71329,25073,2,2022-12-23,2023-02-23,S,2022-12-20
48748,25098,9,2021-03-02,2021-04-30,S,2021-02-20
50250,25098,3,2021-04-30,2022-11-11,S,
68882,25098,5,2022-11-11,,N,
61393,25103,3,2022-05-23,2022-11-09,S,
58548,25103,9,2022-03-30,2022-05-23,S,2022-03-20
56012,25103,2,2021-12-30,2022-01-05,S,2021-12-20
68875,25103,5,2022-11-09,,N,
80419,25156,2,2023-06-28,2023-07-01,S,2023-06-25
73275,25156,2,2023-01-28,2023-02-25,S,2023-01-25
79717,25162,3,2023-06-13,,N,
76442,25162,2,2023-04-13,2023-06-13,S,2023-04-10
76372,25177,3,2023-04-08,,N,
73412,25177,2,2023-02-08,2023-04-08,S,2023-02-05
78747,25245,2,2023-05-23,2023-06-02,S,2023-05-20
77205,25245,2,2023-04-23,2023-04-29,S,2023-04-20
80197,25245,2,2023-06-23,2023-07-08,S,2023-06-20
80898,25248,2,2023-07-13,2023-08-02,S,2023-07-10
76443,25248,2,2023-04-13,2023-05-16,S,2023-04-10
58764,25252,2,2022-04-04,2022-04-12,S,2022-03-25
70113,25252,2,2022-11-28,2022-12-07,S,2022-11-25
81963,25262,2,2023-08-13,,N,2023-08-10
74398,25273,3,2023-02-23,,N,
66902,25273,2,2022-09-23,2022-10-04,S,2022-09-20
68394,25273,2,2022-10-23,2022-10-29,S,2022-10-20
71330,25273,2,2022-12-23,2023-02-23,S,2022-12-20
76130,25333,2,2023-03-28,2023-03-31,S,2023-03-25
78823,25333,2,2023-05-28,2023-06-24,S,2023-05-25
68551,25333,2,2022-10-28,2022-11-04,S,2022-10-25
72984,25333,2,2023-01-28,2023-03-08,S,2023-01-25
71671,25333,2,2022-12-28,2022-12-30,S,2022-12-25
67110,25333,2,2022-09-28,2022-10-07,S,2022-09-25
79627,25337,2,2023-06-13,2023-06-17,S,2023-06-10
77975,25337,2,2023-05-13,2023-05-20,S,2023-05-10
76475,25337,2,2023-04-13,2023-04-21,S,2023-04-10
64787,25337,2,2022-08-13,2022-08-20,S,2022-08-10
58324,25378,3,2022-03-20,,N,
55693,25378,9,2021-12-20,2022-03-20,S,2021-12-10
66651,25412,2,2022-09-18,2022-11-18,S,2022-09-15
69656,25412,3,2022-11-18,,N,
79721,25444,3,2023-06-13,,N,
76476,25444,2,2023-04-13,2023-06-13,S,2023-04-10
54188,25490,3,2021-10-20,2022-12-21,S,
52671,25490,9,2021-08-20,2021-10-20,S,2021-08-10
49055,25490,2,2021-03-20,2021-03-23,S,2021-03-10
50712,25490,2,2021-05-20,2021-06-08,S,2021-05-10
71314,25490,5,2022-12-21,,N,
78753,25519,2,2023-05-23,2023-05-24,S,2023-05-20
72780,25519,2,2023-01-23,2023-02-08,S,2023-01-20
79630,25553,2,2023-06-13,2023-06-16,S,2023-06-10
75345,25553,2,2023-03-13,2023-03-15,S,2023-03-10
77977,25553,2,2023-05-13,2023-05-24,S,2023-05-10
80900,25553,2,2023-07-13,2023-08-11,S,2023-07-10
71177,25618,2,2022-12-18,2022-12-20,S,2022-12-15
79631,25619,2,2023-06-13,2023-06-17,S,2023-06-10
80916,25619,2,2023-07-13,2023-07-26,S,2023-07-10
71920,25663,2,2023-01-08,2023-03-08,S,2023-01-05
74868,25663,3,2023-03-08,,N,
65898,25663,2,2022-09-08,2022-09-10,S,2022-09-05
57712,25687,9,2022-03-02,2022-04-23,S,2022-02-20
59930,25687,3,2022-04-23,,N,
79903,25696,2,2023-06-18,2023-06-23,S,2023-06-15
77015,25696,2,2023-04-18,2023-04-19,S,2023-04-15
81197,25696,2,2023-07-18,,N,2023-07-15
78499,25696,2,2023-05-18,2023-05-23,S,2023-05-15
60541,25720,2,2022-05-13,2022-05-26,S,2022-05-10
69287,25720,2,2022-11-13,2023-01-13,S,2022-11-10
66279,25720,2,2022-09-13,2022-09-30,S,2022-09-10
72424,25720,3,2023-01-13,2023-01-21,S,
72766,25720,5,2023-01-21,,N,
63164,25739,2,2022-06-13,2022-07-07,S,2022-06-10
62091,25739,2,2022-06-13,2022-07-07,S,2022-06-10
60542,25739,2,2022-05-13,2022-05-15,S,2022-05-10
70616,25739,2,2022-12-13,2023-02-13,S,2022-12-10
73906,25739,3,2023-02-13,,N,
69288,25739,2,2022-11-13,2022-11-17,S,2022-11-10
64653,25739,2,2022-08-13,2022-10-07,S,2022-08-10
58286,25753,9,2022-03-20,2022-05-13,S,2022-03-10
60898,25753,3,2022-05-13,2022-05-28,S,
61424,25753,5,2022-05-28,,N,
76306,25764,2,2023-04-08,2023-04-21,S,2023-04-05
80664,25764,2,2023-07-08,,N,2023-07-05
70397,25764,2,2022-12-08,2022-12-21,S,2022-12-05
75678,25783,3,2023-03-18,,N,
72723,25783,2,2023-01-18,2023-03-18,S,2023-01-15
57220,25797,2,2022-02-15,2022-03-20,S,2022-02-05
53894,25797,2,2021-10-15,2021-10-23,S,2021-10-05
73414,25797,2,2023-02-08,2023-02-12,S,2023-02-05
74827,25797,2,2023-03-08,2023-05-08,S,2023-03-05
77856,25797,3,2023-05-08,,N,
53744,25821,2,2021-10-05,2021-10-08,S,2021-09-25
54450,25821,2,2021-11-04,2021-11-25,S,2021-10-25
71760,25821,3,2022-12-28,,N,
68569,25821,2,2022-10-28,2022-12-28,S,2022-10-25
58335,25835,3,2022-03-20,,N,
55581,25835,9,2021-12-20,2022-03-20,S,2021-12-10
60570,25878,9,2022-05-13,2022-07-13,S,2022-05-10
63682,25878,3,2022-07-13,,N,
81217,25906,2,2023-07-18,2023-07-21,S,2023-07-15
77017,25906,2,2023-04-18,2023-04-22,S,2023-04-15
78507,25906,2,2023-05-18,2023-05-25,S,2023-05-15
75429,25906,2,2023-03-18,2023-03-21,S,2023-03-15
66653,25906,2,2022-09-18,2022-10-04,S,2022-09-15
65096,25906,2,2022-08-18,2022-08-26,S,2022-08-15
75431,25926,2,2023-03-18,2023-03-20,S,2023-03-15
79666,25933,2,2023-06-13,2023-06-19,S,2023-06-10
74888,25933,2,2023-03-13,2023-03-17,S,2023-03-10
81980,25933,2,2023-08-13,2023-08-16,S,2023-08-10
59586,25960,2,2022-04-18,2022-04-23,S,2022-04-15
53320,26014,9,2021-09-20,2021-11-20,S,2021-09-10
54931,26014,3,2021-11-20,2022-12-29,S,
71789,26014,5,2022-12-29,,N,
65571,26057,9,2022-08-28,2022-10-28,S,2022-08-25
68743,26057,3,2022-10-28,,N,
61114,26065,2,2022-05-18,2022-05-26,S,2022-05-15
62377,26065,2,2022-06-18,2022-06-24,S,2022-06-15
63897,26065,9,2022-07-18,2022-09-18,S,2022-07-15
66736,26065,3,2022-09-18,,N,
61690,26086,3,2022-05-28,,N,
58774,26086,9,2022-04-04,2022-05-28,S,2022-03-25
60211,26100,2,2022-04-28,2022-05-12,S,2022-04-25
64255,26100,2,2022-07-28,2022-08-24,S,2022-07-25
57806,26100,2,2022-03-07,2022-03-10,S,2022-02-25
73320,26100,3,2023-01-28,,N,
70131,26100,2,2022-11-28,2023-01-28,S,2022-11-25
78510,26120,2,2023-05-18,2023-05-19,S,2023-05-15
58539,26175,3,2022-03-25,,N,
56639,26175,9,2022-01-25,2022-03-25,S,2022-01-15
47347,26198,2,2020-12-30,2021-01-04,S,2020-12-20
57128,26247,2,2022-02-04,2022-02-09,S,2022-01-25
61691,26247,3,2022-05-28,,N,
58775,26247,9,2022-04-04,2022-05-28,S,2022-03-25
57807,26247,2,2022-03-07,2022-03-09,S,2022-02-25
55326,26247,2,2021-12-05,2021-12-09,S,2021-11-25
56208,26247,2,2022-01-04,2022-01-09,S,2021-12-25
78036,26249,2,2023-05-13,2023-06-01,S,2023-05-10
74914,26249,2,2023-03-13,2023-04-01,S,2023-03-10
80934,26249,2,2023-07-13,2023-08-09,S,2023-07-10
72129,26249,2,2023-01-13,2023-02-14,S,2023-01-10
58509,26276,3,2022-03-25,,N,
56640,26276,9,2022-01-25,2022-03-25,S,2022-01-15
61812,26356,2,2022-06-08,2022-06-11,S,2022-06-05
52504,26356,2,2021-08-15,2021-08-23,S,2021-08-05
59026,26396,2,2022-04-13,2022-04-21,S,2022-04-10
58298,26396,2,2022-03-20,2022-03-23,S,2022-03-10
63369,26396,2,2022-07-13,2022-07-25,S,2022-07-10
62105,26396,2,2022-06-13,2022-06-22,S,2022-06-10
60590,26396,2,2022-05-13,2022-05-16,S,2022-05-10
58362,26396,2,2022-03-20,2022-03-23,S,2022-03-10
79691,26396,2,2023-06-13,2023-07-14,S,2023-06-10
74917,26396,2,2023-03-13,2023-03-31,S,2023-03-10
82004,26396,2,2023-08-13,,N,2023-08-10
72155,26396,2,2023-01-13,2023-01-21,S,2023-01-10
73774,26396,2,2023-02-13,2023-02-15,S,2023-02-10
76257,26396,2,2023-03-13,2023-04-12,S,2023-03-10
66327,26396,2,2022-09-13,2022-09-19,S,2022-09-10
64141,26396,2,2022-07-13,2022-08-08,S,2022-07-10
59359,26407,3,2022-04-13,,N,
56487,26407,9,2022-01-20,2022-04-13,S,2022-01-10
52690,26407,2,2021-08-20,2021-08-27,S,2021-08-10
54781,26448,9,2021-11-20,2022-01-20,S,2021-11-10
54060,26448,2,2021-10-20,2021-10-24,S,2021-10-10
56608,26448,3,2022-01-20,,N,
60227,26505,2,2022-04-28,2022-05-04,S,2022-04-25
61632,26505,2,2022-05-28,2022-05-31,S,2022-05-25
64257,26505,2,2022-07-28,2022-08-25,S,2022-07-25
80444,26505,2,2023-06-28,2023-07-05,S,2023-06-25
78929,26505,2,2023-05-28,2023-06-03,S,2023-05-25
76177,26505,2,2023-03-28,2023-04-04,S,2023-03-25
81677,26505,2,2023-07-28,2023-08-02,S,2023-07-25
77604,26505,2,2023-04-28,2023-05-06,S,2023-04-25
71697,26505,2,2022-12-28,2023-01-11,S,2022-12-25
62916,26505,2,2022-06-28,2022-07-06,S,2022-06-25
68590,26505,2,2022-10-28,2022-11-01,S,2022-10-25
70132,26505,2,2022-11-28,2022-12-06,S,2022-11-25
63370,26577,9,2022-07-13,2022-09-13,S,2022-07-10
55676,26577,2,2021-12-20,2022-01-09,S,2021-12-10
60592,26577,2,2022-05-13,2022-05-21,S,2022-05-10
57423,26577,2,2022-02-20,2022-04-19,S,2022-02-10
56280,26577,2,2021-12-20,2022-01-19,S,2021-12-10
66390,26577,3,2022-09-13,,N,
61873,26577,2,2022-06-13,2022-06-18,S,2022-06-10
60228,26578,9,2022-04-28,2022-06-28,S,2022-04-25
57812,26578,2,2022-03-07,2022-03-11,S,2022-02-25
63067,26578,3,2022-06-28,,N,
78060,26584,2,2023-05-13,2023-05-19,S,2023-05-10
74919,26584,2,2023-03-13,2023-04-07,S,2023-03-10
72156,26584,2,2023-01-13,2023-02-06,S,2023-01-10
70640,26584,2,2022-12-13,2022-12-20,S,2022-12-10
61699,26614,3,2022-05-28,,N,
58787,26614,9,2022-04-04,2022-05-28,S,2022-03-25
60593,26623,9,2022-05-13,2022-07-13,S,2022-05-10
63698,26623,3,2022-07-13,,N,
57152,26670,3,2022-02-04,,N,
55327,26670,9,2021-12-05,2022-02-04,S,2021-11-25
64269,26692,2,2022-07-28,2022-08-11,S,2022-07-25
62917,26692,2,2022-06-28,2022-06-30,S,2022-06-25
67150,26692,2,2022-09-28,2022-11-28,S,2022-09-25
70245,26692,3,2022-11-28,,N,
63389,26701,2,2022-07-13,2022-07-17,S,2022-07-10
56501,26701,2,2022-01-20,2022-02-11,S,2022-01-10
78061,26701,2,2023-05-13,2023-06-09,S,2023-05-10
74947,26701,2,2023-03-13,2023-04-01,S,2023-03-10
82026,26701,2,2023-08-13,,N,2023-08-10
72179,26701,2,2023-01-13,2023-02-11,S,2023-01-10
66330,26701,2,2022-09-13,2022-09-23,S,2022-09-10
67437,26701,2,2022-10-13,2022-10-28,S,2022-10-10
61874,26701,2,2022-06-13,2022-06-18,S,2022-06-10
64685,26701,2,2022-08-13,2022-08-20,S,2022-08-10
66905,26743,2,2022-09-23,2022-09-24,S,2022-09-20
77731,26785,3,2023-04-28,,N,
74622,26785,2,2023-02-28,2023-04-28,S,2023-02-25
72996,26785,2,2023-01-28,2023-01-31,S,2023-01-25
56348,26825,3,2022-01-15,,N,
54651,26825,9,2021-11-15,2022-01-15,S,2021-11-05
60594,26844,9,2022-05-13,2022-07-13,S,2022-05-10
63700,26844,3,2022-07-13,,N,
81903,26848,2,2023-08-08,2023-08-09,S,2023-08-05
65537,26870,9,2022-08-28,2022-10-28,S,2022-08-25
68719,26870,3,2022-10-28,,N,
77732,26909,3,2023-04-28,,N,
74623,26909,2,2023-02-28,2023-04-28,S,2023-02-25
72999,26909,2,2023-01-28,2023-02-06,S,2023-01-25
68592,26909,2,2022-10-28,2022-12-13,S,2022-10-25
76208,27036,2,2023-03-28,2023-03-30,S,2023-03-25
66920,27074,3,2022-09-23,,N,
64115,27074,9,2022-07-23,2022-09-23,S,2022-07-20
74783,27130,3,2023-03-04,,N,
71831,27130,2,2023-01-04,2023-03-04,S,2023-01-01
59038,27142,2,2022-04-13,2022-05-03,S,2022-04-10
63391,27142,2,2022-07-13,2022-08-03,S,2022-07-10
54793,27142,2,2021-11-20,2021-12-06,S,2021-11-10
54068,27142,2,2021-10-20,2021-10-21,S,2021-10-10
74973,27142,2,2023-03-13,2023-03-14,S,2023-03-10
80983,27142,2,2023-07-13,2023-08-07,S,2023-07-10
70650,27142,2,2022-12-13,2023-01-05,S,2022-12-10
76590,27142,2,2023-04-13,2023-05-12,S,2023-04-10
66350,27142,2,2022-09-13,2022-10-04,S,2022-09-10
57538,27162,2,2022-02-25,2022-03-16,S,2022-02-15
62591,27162,3,2022-06-18,,N,
59644,27162,9,2022-04-18,2022-06-18,S,2022-04-15
52721,27217,3,2021-08-20,,N,
51401,27217,9,2021-06-20,2021-08-20,S,2021-06-10
53198,27233,3,2021-09-15,,N,
51868,27233,9,2021-07-15,2021-09-15,S,2021-07-05
57539,27259,9,2022-02-25,2022-04-18,S,2022-02-15
59717,27259,3,2022-04-18,2023-02-17,S,
52877,27259,2,2021-08-25,2021-08-26,S,2021-08-15
55010,27259,2,2021-11-25,2021-12-18,S,2021-11-15
73961,27259,5,2023-02-17,,N,
58177,27310,2,2022-03-20,2022-05-10,S,2022-03-10
64951,27310,3,2022-08-13,,N,
61892,27310,9,2022-06-13,2022-08-13,S,2022-06-10
77042,27321,2,2023-04-18,2023-05-03,S,2023-04-15
59049,27344,2,2022-04-13,2022-04-26,S,2022-04-10
63407,27344,9,2022-07-13,2022-09-13,S,2022-07-10
78817,27344,5,2023-05-26,,N,
66408,27344,3,2022-09-13,2023-05-26,S,
57201,27357,5,2022-02-15,,N,
52952,27357,9,2021-08-30,2021-10-30,S,2021-08-20
54430,27357,3,2021-10-30,2022-02-15,S,
51645,27357,2,2021-06-30,2021-07-03,S,2021-06-20
79313,27370,2,2023-06-13,2023-06-19,S,2023-06-10
70662,27370,2,2022-12-13,2022-12-19,S,2022-12-10
66369,27370,2,2022-09-13,2022-09-14,S,2022-09-10
68966,27370,2,2022-11-13,2022-11-16,S,2022-11-10
67562,27370,2,2022-10-13,2022-10-16,S,2022-10-10
72203,27370,2,2023-01-13,2023-01-14,S,2023-01-10
57965,27378,3,2022-03-07,,N,
56219,27378,9,2022-01-04,2022-03-07,S,2021-12-25
58178,27416,2,2022-03-20,2022-04-14,S,2022-03-10
63408,27416,2,2022-07-13,2022-07-18,S,2022-07-10
60621,27416,2,2022-05-13,2022-05-14,S,2022-05-10
62771,27418,3,2022-06-23,,N,
59790,27418,9,2022-04-23,2022-06-23,S,2022-04-20
75387,27431,3,2023-03-13,,N,
72204,27431,2,2023-01-13,2023-03-13,S,2023-01-10
63409,27463,9,2022-07-13,2022-09-13,S,2022-07-10
55584,27463,2,2021-12-20,2021-12-21,S,2021-12-10
53344,27463,2,2021-09-20,2021-11-17,S,2021-09-10
51235,27463,2,2021-06-20,2021-07-03,S,2021-06-10
66411,27463,3,2022-09-13,2022-11-17,S,
69375,27463,5,2022-11-17,,N,
78332,27470,5,2023-05-17,,N,
78322,27470,3,2023-05-13,2023-05-17,S,
74977,27470,2,2023-03-13,2023-05-13,S,2023-03-10
77044,27478,2,2023-04-18,2023-04-25,S,2023-04-15
57438,27482,2,2022-02-20,2022-03-08,S,2022-02-10
61813,27490,2,2022-06-08,2022-06-11,S,2022-06-05
53862,27490,2,2021-09-04,2021-10-06,S,2021-08-25
58800,27490,2,2022-04-04,2022-05-02,S,2022-03-25
54464,27490,2,2021-11-04,2021-11-13,S,2021-10-25
53063,27490,2,2021-09-04,2021-10-04,S,2021-08-25
74828,27490,2,2023-03-08,2023-05-08,S,2023-03-05
77857,27490,3,2023-05-08,,N,
63199,27490,2,2022-07-08,2022-08-03,S,2022-07-05
67380,27490,2,2022-10-08,2022-10-22,S,2022-10-05
67165,27559,2,2022-09-28,2022-11-28,S,2022-09-25
70246,27559,3,2022-11-28,,N,
82366,27576,3,2023-08-13,,N,
79332,27576,2,2023-06-13,2023-08-13,S,2023-06-10
70663,27576,2,2022-12-13,2022-12-23,S,2022-12-10
72205,27576,2,2023-01-13,2023-02-03,S,2023-01-10
61199,27590,3,2022-05-18,,N,
58497,27590,9,2022-03-25,2022-05-18,S,2022-03-15
56659,27590,2,2022-01-25,2022-02-08,S,2022-01-15
72206,27597,2,2023-01-13,2023-01-16,S,2023-01-10
61659,27598,2,2022-05-28,2022-06-24,S,2022-05-25
64287,27598,2,2022-07-28,2022-09-12,S,2022-07-25
71761,27598,3,2022-12-28,,N,
68613,27598,2,2022-10-28,2022-12-28,S,2022-10-25
62617,27663,9,2022-06-23,2022-08-23,S,2022-06-20
65499,27663,3,2022-08-23,,N,
56859,27663,2,2022-01-30,2022-02-12,S,2022-01-20
58555,27663,2,2022-03-30,2022-04-07,S,2022-03-20
55194,27663,2,2021-11-30,2021-12-08,S,2021-11-20
63140,27673,2,2022-07-04,2022-07-09,S,2022-07-01
56292,27673,2,2022-01-11,2022-03-04,S,2022-01-01
60394,27673,2,2022-05-04,2022-05-07,S,2022-05-01
81861,27673,2,2023-08-04,2023-08-05,S,2023-08-01
67306,27673,2,2022-10-04,2022-10-08,S,2022-10-01
68791,27673,2,2022-11-04,2022-11-05,S,2022-11-01
71833,27673,2,2023-01-04,2023-02-11,S,2023-01-01
75713,27680,2,2023-03-23,2023-04-04,S,2023-03-20
77218,27680,2,2023-04-23,2023-05-06,S,2023-04-20
80132,27680,2,2023-06-23,2023-06-30,S,2023-06-20
71338,27680,2,2022-12-23,2022-12-24,S,2022-12-20
72789,27680,2,2023-01-23,2023-01-28,S,2023-01-20
60241,27697,9,2022-04-28,2022-06-28,S,2022-04-25
56929,27697,2,2022-02-04,2022-02-09,S,2022-01-25
57824,27697,2,2022-03-07,2022-04-07,S,2022-02-25
63077,27697,3,2022-06-28,,N,
77219,27710,2,2023-04-23,2023-05-24,S,2023-04-20
54469,27746,9,2021-11-04,2022-01-04,S,2021-10-25
56249,27746,3,2022-01-04,,N,
61132,27758,9,2022-05-18,2022-07-18,S,2022-05-15
63960,27758,3,2022-07-18,,N,
62417,27774,2,2022-06-18,2022-08-05,S,2022-06-15
59658,27774,2,2022-04-18,2022-04-19,S,2022-04-15
61133,27774,2,2022-05-18,2022-05-19,S,2022-05-15
75462,27774,2,2023-03-18,2023-04-18,S,2023-03-15
80527,27792,3,2023-06-28,,N,
77420,27792,2,2023-04-28,2023-06-28,S,2023-04-25
66913,27800,2,2022-09-23,2022-10-01,S,2022-09-20
52954,27816,9,2021-08-30,2021-10-30,S,2021-08-20
54431,27816,3,2021-10-30,,N,
61283,27826,2,2022-05-23,2022-06-20,S,2022-05-20
59792,27826,2,2022-04-23,2022-04-28,S,2022-04-20
80566,27826,5,2023-07-01,,N,
68402,27826,2,2022-10-23,2022-12-23,S,2022-10-20
71458,27826,3,2022-12-23,2023-07-01,S,
64122,27826,2,2022-07-23,2022-09-12,S,2022-07-20
60649,27857,2,2022-05-13,2022-05-14,S,2022-05-10
70891,27857,3,2022-12-13,,N,
66371,27857,2,2022-09-13,2022-09-18,S,2022-09-10
67584,27857,2,2022-10-13,2022-12-13,S,2022-10-10
64710,27857,2,2022-08-13,2022-08-20,S,2022-08-10
81712,27875,2,2023-07-28,2023-07-31,S,2023-07-25
73039,27875,2,2023-01-28,2023-02-02,S,2023-01-25
60251,27927,2,2022-04-28,2022-04-30,S,2022-04-25
65543,27927,2,2022-08-28,2022-08-31,S,2022-08-25
64289,27927,2,2022-07-28,2022-07-29,S,2022-07-25
68614,27927,2,2022-10-28,2022-11-03,S,2022-10-25
70159,27927,2,2022-11-28,2022-11-29,S,2022-11-25
67187,27927,2,2022-09-28,2022-09-30,S,2022-09-25
60650,27944,2,2022-05-13,2022-05-30,S,2022-05-10
82080,27944,2,2023-08-13,2023-08-14,S,2023-08-10
60252,27980,2,2022-04-28,2022-05-13,S,2022-04-25
64290,27980,9,2022-07-28,2022-09-28,S,2022-07-25
62961,27980,2,2022-06-28,2022-07-04,S,2022-06-25
67267,27980,3,2022-09-28,,N,
57163,28003,3,2022-02-04,,N,
55345,28003,9,2021-12-05,2022-02-04,S,2021-11-25
53852,28036,3,2021-10-05,,N,
52342,28036,9,2021-08-04,2021-10-05,S,2021-07-25
65545,28040,2,2022-08-28,2022-09-07,S,2022-08-25
64291,28040,2,2022-07-28,2022-07-31,S,2022-07-25
73040,28040,2,2023-01-28,2023-02-23,S,2023-01-25
60253,28041,2,2022-04-28,2022-05-24,S,2022-04-25
74737,28041,3,2023-02-28,,N,
71741,28041,2,2022-12-28,2023-02-28,S,2022-12-25
54578,28073,3,2021-11-04,2022-06-07,S,
53067,28073,9,2021-09-04,2021-11-04,S,2021-08-25
50377,28073,2,2021-05-05,2021-05-07,S,2021-04-25
51043,28073,2,2021-06-04,2021-07-10,S,2021-05-25
61777,28073,5,2022-06-07,,N,
77737,28079,3,2023-04-28,,N,
74659,28079,2,2023-02-28,2023-04-28,S,2023-02-25
57724,28087,9,2022-03-02,2022-04-23,S,2022-02-20
59937,28087,3,2022-04-23,2022-12-13,S,
70432,28087,5,2022-12-13,,N,
64311,28147,2,2022-07-28,2022-09-07,S,2022-07-25
71763,28147,3,2022-12-28,,N,
68637,28147,2,2022-10-28,2022-12-28,S,2022-10-25
75045,28151,2,2023-03-13,2023-03-17,S,2023-03-10
68992,28151,2,2022-11-13,2022-11-14,S,2022-11-10
66078,28151,2,2022-09-13,2022-09-15,S,2022-09-10
67587,28151,2,2022-10-13,2022-10-20,S,2022-10-10
72235,28151,2,2023-01-13,2023-01-14,S,2023-01-10
74660,28165,2,2023-02-28,2023-03-12,S,2023-02-25
71744,28165,2,2022-12-28,2023-01-05,S,2022-12-25
61661,28171,9,2022-05-28,2022-07-28,S,2022-05-25
64429,28171,3,2022-07-28,2023-01-06,S,
53758,28171,2,2021-10-05,2021-10-18,S,2021-09-25
55347,28171,2,2021-12-05,2021-12-24,S,2021-11-25
71864,28171,5,2023-01-06,,N,
78967,28177,2,2023-05-28,2023-05-31,S,2023-05-25
71745,28177,2,2022-12-28,2023-01-07,S,2022-12-25
68639,28177,2,2022-10-28,2022-10-30,S,2022-10-25
70162,28177,2,2022-11-28,2022-11-30,S,2022-11-25
57826,28180,2,2022-03-07,2022-03-16,S,2022-02-25
67189,28180,2,2022-09-28,2022-10-11,S,2022-09-25
53426,28282,3,2021-09-20,,N,
52009,28282,9,2021-07-20,2021-09-20,S,2021-07-10
50669,28282,2,2021-05-20,2021-06-05,S,2021-05-10
52534,28288,9,2021-08-20,2021-10-20,S,2021-08-10
54185,28288,3,2021-10-20,,N,
61673,28314,2,2022-05-28,2022-06-04,S,2022-05-25
64312,28314,2,2022-07-28,2022-08-25,S,2022-07-25
55348,28314,2,2021-12-05,2021-12-07,S,2021-11-25
74674,28314,2,2023-02-28,2023-03-14,S,2023-02-25
73060,28314,2,2023-01-28,2023-02-06,S,2023-01-25
68640,28314,2,2022-10-28,2022-11-09,S,2022-10-25
54823,28329,9,2021-11-20,2022-01-20,S,2021-11-10
54137,28329,2,2021-10-20,2021-10-22,S,2021-10-10
56597,28329,3,2022-01-20,,N,
59068,28338,2,2022-04-13,2022-04-16,S,2022-04-10
63459,28338,9,2022-07-13,2022-09-13,S,2022-07-10
66434,28338,3,2022-09-13,,N,
50979,28375,2,2021-05-30,2021-06-05,S,2021-05-20
69843,28375,2,2022-11-23,2022-12-04,S,2022-11-20
71343,28375,2,2022-12-23,2023-01-08,S,2022-12-20
76668,28459,2,2023-04-13,2023-04-20,S,2023-04-10
62574,28515,3,2022-06-18,,N,
59677,28515,9,2022-04-18,2022-06-18,S,2022-04-15
57624,28518,3,2022-02-25,,N,
55872,28518,9,2021-12-25,2022-02-25,S,2021-12-15
65794,28537,3,2022-08-28,,N,
62926,28537,9,2022-06-28,2022-08-28,S,2022-06-25
61709,28541,3,2022-05-28,,N,
58804,28541,9,2022-04-04,2022-05-28,S,2022-03-25
56233,28541,2,2022-01-04,2022-02-10,S,2021-12-25
69308,28580,3,2022-11-13,,N,
66098,28580,2,2022-09-13,2022-11-13,S,2022-09-10
65154,28593,9,2022-08-18,2022-10-18,S,2022-08-15
68218,28593,3,2022-10-18,,N,
51501,28635,2,2021-06-25,2021-06-26,S,2021-06-15
54328,28635,3,2021-10-25,2022-11-30,S,
52766,28635,9,2021-08-25,2021-10-25,S,2021-08-15
70284,28635,5,2022-11-30,,N,
53771,28653,9,2021-10-05,2021-12-05,S,2021-09-25
55451,28653,3,2021-12-05,2022-11-10,S,
68876,28653,5,2022-11-10,,N,
64316,28654,9,2022-07-28,2022-09-28,S,2022-07-25
57838,28654,2,2022-03-07,2022-03-26,S,2022-02-25
67282,28654,3,2022-09-28,,N,
75074,28713,2,2023-03-13,2023-03-14,S,2023-03-10
75729,28740,2,2023-03-23,2023-04-02,S,2023-03-20
77234,28740,2,2023-04-23,2023-06-02,S,2023-04-20
80136,28740,2,2023-06-23,2023-07-06,S,2023-06-20
74395,28740,2,2023-02-23,2023-02-24,S,2023-02-20
79386,28756,2,2023-06-13,2023-07-08,S,2023-06-10
75075,28756,2,2023-03-13,2023-03-16,S,2023-03-10
73895,28756,2,2023-02-13,2023-02-19,S,2023-02-10
72282,28756,2,2023-01-13,2023-01-14,S,2023-01-10
56946,28769,2,2022-02-04,2022-02-06,S,2022-01-25
64317,28769,9,2022-07-28,2022-09-28,S,2022-07-25
58810,28769,2,2022-04-04,2022-04-10,S,2022-03-25
71317,28769,5,2022-12-21,,N,
67284,28769,3,2022-09-28,2022-12-21,S,
74401,28772,3,2023-02-23,,N,
66774,28772,2,2022-09-23,2022-10-13,S,2022-09-20
71344,28772,2,2022-12-23,2023-02-23,S,2022-12-20
75657,28774,3,2023-03-18,,N,
72524,28774,2,2023-01-18,2023-03-18,S,2023-01-15
69606,28774,2,2022-11-18,2022-12-10,S,2022-11-15
59083,28845,2,2022-04-13,2022-04-26,S,2022-04-10
75091,28845,2,2023-03-13,2023-03-23,S,2023-03-10
80737,28845,2,2023-07-13,2023-07-21,S,2023-07-10
82129,28845,2,2023-08-13,,N,2023-08-10
