"id_bloqueio_cliente","id_cliente","id_tipo_bloqueio_cliente","dt_bloqueio","dt_desbloqueio","fl_liberado","dt_vencimento_fatura"
60058,20977,9,2022-04-28,2022-06-28,S,2022-04-25
57021,20977,2,2022-02-04,2022-02-10,S,2022-01-25
63083,20977,3,2022-06-28,,N,
80536,21023,3,2023-06-28,,N,
77474,21023,2,2023-04-28,2023-06-28,S,2023-04-25
74465,21023,2,2023-02-28,2023-03-22,S,2023-02-25
68474,21023,2,2022-10-28,2022-10-29,S,2022-10-25
66717,21158,2,2022-09-18,2022-09-20,S,2022-09-15
71240,21158,2,2022-12-18,2022-12-23,S,2022-12-15
68159,21158,2,2022-10-18,2022-10-20,S,2022-10-15
69459,21158,2,2022-11-18,2022-11-23,S,2022-11-15
67012,21188,2,2022-09-28,2022-11-28,S,2022-09-25
70241,21188,3,2022-11-28,,N,
62494,21204,2,2022-06-18,2022-06-22,S,2022-06-15
57022,21212,2,2022-02-04,2022-02-25,S,2022-01-25
65625,21212,2,2022-08-28,2022-09-02,S,2022-08-25
64404,21212,2,2022-07-28,2022-08-04,S,2022-07-25
54537,21212,2,2021-11-04,2021-11-06,S,2021-10-25
56143,21212,2,2022-01-04,2022-01-08,S,2021-12-25
80328,21212,2,2023-06-28,2023-07-06,S,2023-06-25
78985,21212,2,2023-05-28,2023-05-30,S,2023-05-25
76022,21212,2,2023-03-28,2023-04-06,S,2023-03-25
73171,21212,2,2023-01-28,2023-02-11,S,2023-01-25
71581,21212,2,2022-12-28,2023-01-03,S,2022-12-25
67013,21212,2,2022-09-28,2022-10-05,S,2022-09-25
68492,21212,2,2022-10-28,2022-11-03,S,2022-10-25
61528,21217,2,2022-05-28,2022-06-30,S,2022-05-25
64405,21217,9,2022-07-28,2022-09-28,S,2022-07-25
57958,21217,2,2022-03-07,2022-03-12,S,2022-02-25
55439,21217,2,2021-12-05,2021-12-13,S,2021-11-25
67257,21217,3,2022-09-28,,N,
60339,21234,3,2022-04-28,2022-06-16,S,
57023,21234,2,2022-02-04,2022-02-05,S,2022-01-25
62301,21234,5,2022-06-16,2022-12-05,S,
57959,21234,9,2022-03-07,2022-04-28,S,2022-02-25
74718,21234,3,2023-02-28,,N,
71582,21234,2,2022-12-28,2023-02-28,S,2022-12-25
80176,21277,2,2023-06-23,,N,2023-06-20
64154,21317,2,2022-07-28,2022-08-10,S,2022-07-25
80357,21317,2,2023-06-28,2023-08-02,S,2023-06-25
79006,21317,2,2023-05-28,2023-06-04,S,2023-05-25
73172,21317,2,2023-01-28,2023-02-20,S,2023-01-25
68493,21317,2,2022-10-28,2022-12-13,S,2022-10-25
61019,21364,9,2022-05-18,2022-07-18,S,2022-05-15
56716,21364,2,2022-01-25,2022-02-10,S,2022-01-15
74882,21364,5,2023-03-13,,N,
63972,21364,3,2022-07-18,2023-03-13,S,
80177,21378,2,2023-06-23,,N,2023-06-20
79384,21467,2,2023-06-13,2023-06-24,S,2023-06-10
78128,21467,2,2023-05-13,2023-05-16,S,2023-05-10
75040,21467,2,2023-03-13,2023-03-14,S,2023-03-10
81034,21467,2,2023-07-13,2023-08-05,S,2023-07-10
73891,21467,2,2023-02-13,2023-02-22,S,2023-02-10
76643,21467,2,2023-04-13,2023-04-18,S,2023-04-10
67581,21467,2,2022-10-13,2022-11-10,S,2022-10-10
57699,21513,9,2022-03-02,2022-04-23,S,2022-02-20
59921,21513,3,2022-04-23,,N,
55174,21513,2,2021-11-30,2021-12-07,S,2021-11-20
51985,21520,2,2021-07-20,2021-07-31,S,2021-07-10
78609,21615,3,2023-05-18,,N,
75558,21615,2,2023-03-18,2023-05-18,S,2023-03-15
53886,21617,3,2021-10-11,,N,
52478,21617,9,2021-08-11,2021-10-11,S,2021-08-01
78378,21657,2,2023-05-18,2023-07-18,S,2023-05-15
76897,21657,2,2023-04-18,2023-04-21,S,2023-04-15
81330,21657,3,2023-07-18,,N,
75559,21657,2,2023-03-18,2023-03-21,S,2023-03-15
78265,21662,3,2023-05-13,,N,
75041,21662,2,2023-03-13,2023-05-13,S,2023-03-10
73892,21662,2,2023-02-13,2023-02-20,S,2023-02-10
78333,21670,5,2023-05-18,,N,
72737,21670,3,2023-01-18,2023-05-18,S,
65029,21670,2,2022-08-18,2022-09-06,S,2022-08-15
68171,21670,2,2022-10-18,2022-10-28,S,2022-10-15
69476,21670,2,2022-11-18,2023-01-18,S,2022-11-15
27355,21700,2,2018-11-30,2019-01-25,S,2018-11-20
61021,21702,2,2022-05-18,2022-06-01,S,2022-05-15
59470,21702,2,2022-04-18,2022-04-23,S,2022-04-15
57600,21702,2,2022-02-25,2022-03-14,S,2022-02-15
55102,21702,2,2021-11-25,2021-12-15,S,2021-11-15
79797,21702,2,2023-06-18,2023-06-30,S,2023-06-15
78397,21702,2,2023-05-18,2023-05-29,S,2023-05-15
76900,21702,2,2023-04-18,2023-04-29,S,2023-04-15
81125,21702,2,2023-07-18,2023-07-25,S,2023-07-15
74045,21702,2,2023-02-18,2023-02-28,S,2023-02-15
75560,21702,2,2023-03-18,2023-03-31,S,2023-03-15
63821,21702,2,2022-07-18,2022-08-15,S,2022-07-15
61022,21734,9,2022-05-18,2022-07-18,S,2022-05-15
59483,21734,2,2022-04-18,2022-04-19,S,2022-04-15
63975,21734,3,2022-07-18,,N,
79385,21753,2,2023-06-13,2023-06-20,S,2023-06-10
81036,21753,2,2023-07-13,2023-07-17,S,2023-07-10
59484,21757,2,2022-04-18,2022-04-19,S,2022-04-15
44389,21764,2,2020-08-04,2020-08-26,S,2020-07-25
29262,21764,2,2019-02-04,2019-02-12,S,2019-01-25
79407,21785,2,2023-06-13,2023-06-16,S,2023-06-10
82103,21785,2,2023-08-13,2023-08-17,S,2023-08-10
81037,21785,2,2023-07-13,2023-07-14,S,2023-07-10
69065,21785,2,2022-11-13,2022-11-15,S,2022-11-10
29811,21817,2,2019-02-25,2019-02-27,S,2019-02-15
74482,21818,2,2023-02-28,2023-03-01,S,2023-02-25
74744,21818,2,2023-02-28,2023-03-01,S,2023-02-25
79008,21860,2,2023-05-28,2023-05-31,S,2023-05-25
60077,21924,2,2022-04-28,2022-04-30,S,2022-04-25
61548,21924,2,2022-05-28,2022-05-31,S,2022-05-25
80292,21924,2,2023-06-28,2023-07-05,S,2023-06-25
77487,21924,2,2023-04-28,2023-04-29,S,2023-04-25
76037,21924,2,2023-03-28,2023-04-01,S,2023-03-25
73187,21924,2,2023-01-28,2023-01-29,S,2023-01-25
67027,21924,2,2022-09-28,2022-09-30,S,2022-09-25
70061,21924,2,2022-11-28,2022-12-02,S,2022-11-25
25702,21950,2,2018-10-05,2018-10-26,S,2018-09-25
60078,21951,2,2022-04-28,2022-05-11,S,2022-04-25
64158,21951,2,2022-07-28,2022-08-26,S,2022-07-25
61253,21952,2,2022-05-23,2022-05-24,S,2022-05-20
49471,21952,2,2021-03-30,2021-04-21,S,2021-03-20
45514,21952,2,2020-09-30,2020-10-21,S,2020-09-20
80182,21952,2,2023-06-23,2023-07-21,S,2023-06-20
66875,21952,2,2022-09-23,2022-09-27,S,2022-09-20
65382,21952,2,2022-08-23,2022-08-24,S,2022-08-20
58221,22008,2,2022-03-20,2022-04-06,S,2022-03-10
63520,22008,2,2022-07-13,2022-07-16,S,2022-07-10
76826,22008,3,2023-04-13,,N,
73473,22008,2,2023-02-13,2023-04-13,S,2023-02-10
72312,22008,2,2023-01-13,2023-01-15,S,2023-01-10
80293,22033,2,2023-06-28,2023-07-06,S,2023-06-25
79023,22033,2,2023-05-28,2023-06-01,S,2023-05-25
81548,22033,2,2023-07-28,2023-08-08,S,2023-07-25
77489,22033,2,2023-04-28,2023-04-29,S,2023-04-25
64174,22058,2,2022-07-28,2022-08-20,S,2022-07-25
53720,22058,2,2021-10-05,2021-11-13,S,2021-09-25
79025,22058,2,2023-05-28,2023-06-04,S,2023-05-25
74501,22058,2,2023-02-28,2023-03-21,S,2023-02-25
77490,22058,2,2023-04-28,2023-05-08,S,2023-04-25
73200,22058,2,2023-01-28,2023-02-07,S,2023-01-25
71602,22058,2,2022-12-28,2023-01-04,S,2022-12-25
62910,22058,2,2022-06-28,2022-07-03,S,2022-06-25
70062,22058,2,2022-11-28,2022-12-03,S,2022-11-25
42201,22138,2,2020-04-25,2020-06-10,S,2020-04-15
60080,22140,9,2022-04-28,2022-06-28,S,2022-04-25
57053,22140,2,2022-02-04,2022-03-21,S,2022-01-25
63097,22140,3,2022-06-28,,N,
57054,22141,9,2022-02-04,2022-04-04,S,2022-01-25
58847,22141,3,2022-04-04,,N,
70972,22158,2,2022-12-18,2023-02-18,S,2022-12-15
74217,22158,3,2023-02-18,,N,
66688,22158,2,2022-09-18,2022-11-18,S,2022-09-15
69884,22158,5,2022-11-24,2022-11-25,S,
69652,22158,3,2022-11-18,2022-11-24,S,
61035,22172,2,2022-05-18,2022-05-31,S,2022-05-15
59486,22172,2,2022-04-18,2022-04-22,S,2022-04-15
57602,22172,2,2022-02-25,2022-03-15,S,2022-02-15
78399,22172,2,2023-05-18,2023-05-31,S,2023-05-15
58877,22196,25,2022-04-07,2022-05-10,S,
56288,22196,2,2022-01-11,2022-01-16,S,2022-01-01
53878,22196,2,2021-10-11,2021-10-12,S,2021-10-01
60391,22196,2,2022-05-04,2022-05-06,S,2022-05-01
64468,22196,3,2022-08-04,2022-11-27,S,
61748,22196,9,2022-06-04,2022-08-04,S,2022-06-01
69893,22196,5,2022-11-27,,N,
75774,22207,2,2023-03-23,2023-04-01,S,2023-03-20
77338,22207,2,2023-04-23,2023-06-23,S,2023-04-20
80228,22207,3,2023-06-23,,N,
74332,22207,2,2023-02-23,2023-03-01,S,2023-02-20
61550,22224,2,2022-05-28,2022-05-31,S,2022-05-25
65814,22224,3,2022-08-28,,N,
62911,22224,9,2022-06-28,2022-08-28,S,2022-06-25
76830,22264,3,2023-04-13,,N,
73499,22264,2,2023-02-13,2023-04-13,S,2023-02-10
63541,22278,9,2022-07-13,2022-09-13,S,2022-07-10
66412,22278,3,2022-09-13,,N,
61979,22278,2,2022-06-13,2022-06-20,S,2022-06-10
55926,22349,2,2021-12-25,2022-02-02,S,2021-12-15
54244,22349,2,2021-10-25,2021-11-28,S,2021-10-15
66738,22349,3,2022-09-18,,N,
63837,22349,9,2022-07-18,2022-09-18,S,2022-07-15
73948,22353,5,2023-02-14,2023-02-14,S,
70391,22353,2,2022-12-08,2023-02-08,S,2022-12-05
73443,22353,3,2023-02-08,2023-02-14,S,
49648,22361,9,2021-04-04,2021-06-04,S,2021-03-25
51157,22361,3,2021-06-04,,N,
76054,22371,2,2023-03-28,2023-05-28,S,2023-03-25
79137,22371,3,2023-05-28,,N,
75776,22396,2,2023-03-23,2023-05-12,S,2023-03-20
81455,22396,2,2023-07-23,2023-07-26,S,2023-07-20
74334,22396,2,2023-02-23,2023-03-02,S,2023-02-20
64095,22396,2,2022-07-23,2022-07-25,S,2022-07-20
57184,22434,2,2022-02-11,2022-04-08,S,2022-02-01
60392,22434,2,2022-05-04,2022-05-21,S,2022-05-01
81859,22434,2,2023-08-04,2023-08-12,S,2023-08-01
80583,22434,2,2023-07-04,2023-07-14,S,2023-07-01
79185,22434,2,2023-06-04,2023-06-12,S,2023-06-01
77761,22434,2,2023-05-04,2023-05-12,S,2023-05-01
67304,22434,2,2022-10-04,2022-10-25,S,2022-10-01
73354,22434,2,2023-02-04,2023-03-07,S,2023-02-01
64455,22434,2,2022-08-04,2022-08-27,S,2022-08-01
73314,22509,3,2023-01-28,,N,
70069,22509,2,2022-11-28,2023-01-28,S,2022-11-25
80329,22525,2,2023-06-28,2023-07-20,S,2023-06-25
79027,22525,2,2023-05-28,2023-06-07,S,2023-05-25
61397,22526,3,2022-05-23,2022-07-07,S,
63169,22526,5,2022-07-07,,N,
56841,22526,2,2022-01-30,2022-02-05,S,2022-01-20
58619,22526,9,2022-03-30,2022-05-23,S,2022-03-20
71309,22543,5,2022-12-20,,N,
69304,22543,3,2022-11-13,2022-12-20,S,
66161,22543,2,2022-09-13,2022-11-13,S,2022-09-10
81560,22592,2,2023-07-28,2023-07-30,S,2023-07-25
73406,22651,2,2023-02-08,2023-02-25,S,2023-02-05
80046,22687,3,2023-06-18,,N,
77163,22687,2,2023-04-18,2023-06-18,S,2023-04-15
80330,22706,2,2023-06-28,2023-07-06,S,2023-06-25
79049,22706,2,2023-05-28,2023-06-06,S,2023-05-25
76055,22706,2,2023-03-28,2023-04-06,S,2023-03-25
81561,22706,2,2023-07-28,2023-08-04,S,2023-07-25
77511,22706,2,2023-04-28,2023-05-05,S,2023-04-25
38857,22793,2,2019-12-25,2019-12-31,S,2019-12-15
37112,22793,2,2019-10-25,2019-11-01,S,2019-10-15
61038,22802,2,2022-05-18,2022-05-26,S,2022-05-15
62541,22802,2,2022-06-18,2022-07-01,S,2022-06-15
80047,22802,3,2023-06-18,,N,
77166,22802,2,2023-04-18,2023-06-18,S,2023-04-15
75600,22802,2,2023-03-18,2023-03-29,S,2023-03-15
68189,22802,2,2022-10-18,2022-11-04,S,2022-10-15
55520,22808,2,2021-12-15,2021-12-17,S,2021-12-05
36132,22838,2,2019-09-20,2019-09-26,S,2019-09-10
39520,22838,3,2020-01-20,,N,
37622,22838,9,2019-11-20,2020-01-20,S,2019-11-10
28751,22838,2,2019-01-20,2019-01-22,S,2019-01-10
29576,22838,2,2019-02-20,2019-02-26,S,2019-02-10
27439,22839,2,2018-12-05,2018-12-27,S,2018-11-25
76304,22843,2,2023-04-08,2023-04-11,S,2023-04-05
77798,22843,2,2023-05-08,2023-05-09,S,2023-05-05
60102,22870,2,2022-04-28,2022-06-21,S,2022-04-25
57070,22870,2,2022-02-04,2022-03-21,S,2022-01-25
64195,22870,9,2022-07-28,2022-09-28,S,2022-07-25
55297,22870,2,2021-12-05,2021-12-18,S,2021-11-25
67243,22870,3,2022-09-28,,N,
53030,22899,9,2021-09-04,2021-11-04,S,2021-08-25
54590,22899,3,2021-11-04,,N,
52439,22899,2,2021-08-04,2021-08-07,S,2021-07-25
75119,22917,2,2023-03-13,2023-03-31,S,2023-03-10
62742,22923,2,2022-06-23,2022-07-30,S,2022-06-20
59916,22923,2,2022-04-23,2022-05-05,S,2022-04-20
56004,22923,2,2021-12-30,2022-01-04,S,2021-12-20
56844,22923,2,2022-01-30,2022-02-03,S,2022-01-20
68413,22923,3,2022-10-23,,N,
65384,22923,9,2022-08-23,2022-10-23,S,2022-08-20
81900,22958,2,2023-08-08,,N,2023-08-05
29434,22985,9,2019-02-11,2019-04-11,S,2019-02-01
31403,22985,3,2019-04-11,,N,
27631,22985,2,2018-12-11,2018-12-19,S,2018-12-01
64196,23000,2,2022-07-28,2022-07-30,S,2022-07-25
47446,23000,2,2021-01-04,2021-01-05,S,2020-12-25
39986,23000,2,2020-02-04,2020-02-05,S,2020-01-25
46240,23000,2,2020-11-04,2020-11-13,S,2020-10-25
64197,23001,2,2022-07-28,2022-07-30,S,2022-07-25
47447,23001,2,2021-01-04,2021-01-05,S,2020-12-25
46241,23001,2,2020-11-04,2020-11-13,S,2020-10-25
80776,23063,2,2023-07-13,2023-08-04,S,2023-07-10
81573,23091,2,2023-07-28,2023-08-19,S,2023-07-25
74518,23091,2,2023-02-28,2023-04-25,S,2023-02-25
70173,23091,2,2022-11-28,2022-12-23,S,2022-11-25
53438,23114,3,2021-09-20,2022-06-07,S,
52029,23114,9,2021-07-20,2021-09-20,S,2021-07-10
61776,23114,5,2022-06-07,,N,
60800,23130,9,2022-05-13,2022-07-13,S,2022-05-10
63661,23130,3,2022-07-13,,N,
55845,23184,3,2021-12-20,,N,
54127,23184,9,2021-10-20,2021-12-20,S,2021-10-10
52610,23184,2,2021-08-20,2021-09-20,S,2021-08-10
43592,23199,2,2020-06-25,2020-06-30,S,2020-06-15
42222,23199,2,2020-04-25,2020-04-29,S,2020-04-15
66719,23199,2,2022-09-18,2022-10-04,S,2022-09-15
71116,23199,2,2022-12-18,2022-12-22,S,2022-12-15
59206,23223,2,2022-04-13,2022-05-03,S,2022-04-10
57305,23223,2,2022-02-20,2022-03-04,S,2022-02-10
75683,23223,5,2023-03-21,,N,
67888,23223,3,2022-10-13,2023-03-21,S,
64924,23223,9,2022-08-13,2022-10-13,S,2022-08-10
74729,23235,3,2023-02-28,,N,
71631,23235,2,2022-12-28,2023-02-28,S,2022-12-25
70174,23235,2,2022-11-28,2022-12-01,S,2022-11-25
61256,23301,9,2022-05-23,2022-07-23,S,2022-05-20
64127,23301,3,2022-07-23,,N,
71272,23309,3,2022-12-18,,N,
68204,23309,2,2022-10-18,2022-12-18,S,2022-10-15
65642,23340,2,2022-08-28,2022-09-08,S,2022-08-25
64200,23340,2,2022-07-28,2022-08-06,S,2022-07-25
73316,23340,3,2023-01-28,,N,
67067,23340,2,2022-09-28,2022-11-08,S,2022-09-25
70097,23340,2,2022-11-28,2023-01-28,S,2022-11-25
59213,23384,2,2022-04-13,2022-04-26,S,2022-04-10
63592,23384,2,2022-07-13,2022-07-27,S,2022-07-10
56400,23384,2,2022-01-20,2022-02-03,S,2022-01-10
53242,23384,2,2021-09-20,2021-09-28,S,2021-09-10
76762,23384,2,2023-04-13,2023-04-14,S,2023-04-10
67892,23409,3,2022-10-13,,N,
64931,23409,9,2022-08-13,2022-10-13,S,2022-08-10
80189,23430,2,2023-06-23,2023-07-17,S,2023-06-20
65645,23458,2,2022-08-28,2022-08-31,S,2022-08-25
76241,23533,3,2023-03-28,,N,
73236,23533,2,2023-01-28,2023-03-28,S,2023-01-25
67068,23533,2,2022-09-28,2022-09-30,S,2022-09-25
70098,23533,2,2022-11-28,2022-12-02,S,2022-11-25
73583,23550,2,2023-02-13,2023-03-06,S,2023-02-10
76763,23550,2,2023-04-13,2023-05-05,S,2023-04-10
72390,23550,2,2023-01-13,2023-01-14,S,2023-01-10
56410,23581,2,2022-01-20,2022-02-03,S,2022-01-10
55562,23584,2,2021-12-20,2022-01-08,S,2021-12-10
50572,23584,2,2021-05-20,2021-06-08,S,2021-05-10
56278,23584,2,2021-12-20,2022-01-08,S,2021-12-10
75183,23584,2,2023-03-13,2023-04-10,S,2023-03-10
70543,23584,2,2022-12-13,2022-12-15,S,2022-12-10
64935,23584,2,2022-08-13,2022-09-08,S,2022-08-10
62032,23584,2,2022-06-13,2022-06-15,S,2022-06-10
59377,23595,3,2022-04-13,,N,
56411,23595,9,2022-01-20,2022-04-13,S,2022-01-10
54685,23595,2,2021-11-20,2021-11-29,S,2021-11-10
53258,23595,2,2021-09-20,2021-10-23,S,2021-09-10
73584,23605,2,2023-02-13,2023-02-17,S,2023-02-10
70544,23605,2,2022-12-13,2022-12-15,S,2022-12-10
66763,23605,2,2022-09-13,2022-09-21,S,2022-09-10
66212,23605,2,2022-09-13,2022-09-21,S,2022-09-10
72021,23605,2,2023-01-13,2023-01-23,S,2023-01-10
63593,23626,2,2022-07-13,2022-07-15,S,2022-07-10
79517,23626,2,2023-06-13,2023-06-23,S,2023-06-10
78227,23626,2,2023-05-13,2023-05-15,S,2023-05-10
80811,23626,2,2023-07-13,2023-08-10,S,2023-07-10
73585,23626,2,2023-02-13,2023-02-17,S,2023-02-10
69163,23626,2,2022-11-13,2022-11-16,S,2022-11-10
64936,23626,2,2022-08-13,2022-08-16,S,2022-08-10
61218,23709,3,2022-05-18,,N,
58462,23709,9,2022-03-25,2022-05-18,S,2022-03-15
68531,23737,2,2022-10-28,2022-11-04,S,2022-10-25
70099,23737,2,2022-11-28,2022-12-01,S,2022-11-25
78729,23747,2,2023-05-23,2023-07-23,S,2023-05-20
81503,23747,3,2023-07-23,,N,
79519,23779,2,2023-06-13,2023-06-24,S,2023-06-10
80813,23779,2,2023-07-13,,N,2023-07-10
81471,23843,2,2023-07-23,2023-07-28,S,2023-07-20
80192,23843,2,2023-06-23,2023-06-28,S,2023-06-20
74368,23843,2,2023-02-23,2023-03-02,S,2023-02-20
69821,23843,2,2022-11-23,2022-12-01,S,2022-11-20
68387,23843,2,2022-10-23,2022-10-28,S,2022-10-20
64099,23843,2,2022-07-23,2022-07-26,S,2022-07-20
70294,23843,2,2022-11-23,2022-12-01,S,2022-11-20
65646,23850,9,2022-08-28,2022-10-28,S,2022-08-25
58733,23850,2,2022-04-04,2022-04-09,S,2022-03-25
68750,23850,3,2022-10-28,,N,
75621,23885,2,2023-03-18,2023-03-20,S,2023-03-15
79859,23939,2,2023-06-18,2023-07-07,S,2023-06-15
77550,23947,2,2023-04-28,2023-05-04,S,2023-04-25
60945,23982,5,2022-05-16,,N,
52860,23982,9,2021-08-25,2021-10-25,S,2021-08-15
54340,23982,3,2021-10-25,2022-05-16,S,
50336,23982,2,2021-05-05,2021-05-08,S,2021-04-25
51145,23982,2,2021-06-04,2021-06-17,S,2021-05-25
61063,23987,2,2022-05-18,2022-06-16,S,2022-05-15
58464,23987,2,2022-03-25,2022-04-23,S,2022-03-15
66606,23987,2,2022-09-18,2022-11-18,S,2022-09-15
69653,23987,3,2022-11-18,,N,
60157,24067,9,2022-04-28,2022-06-28,S,2022-04-25
63106,24067,3,2022-06-28,,N,
57507,24103,2,2022-02-25,2022-03-21,S,2022-02-15
62334,24103,2,2022-06-18,2022-06-24,S,2022-06-15
59538,24103,2,2022-04-18,2022-05-07,S,2022-04-15
51471,24103,2,2021-06-25,2021-06-28,S,2021-06-15
54980,24103,2,2021-11-25,2021-12-03,S,2021-11-15
56621,24103,2,2022-01-25,2022-01-29,S,2022-01-15
78468,24103,2,2023-05-18,2023-05-21,S,2023-05-15
66607,24103,2,2022-09-18,2022-10-06,S,2022-09-15
53037,24159,9,2021-09-04,2021-11-04,S,2021-08-25
54594,24159,3,2021-11-04,,N,
77194,24208,3,2023-04-18,,N,
72675,24208,2,2023-01-18,2023-01-30,S,2023-01-15
66609,24208,2,2022-09-18,2022-09-24,S,2022-09-15
74080,24208,2,2023-02-18,2023-04-18,S,2023-02-15
71140,24208,2,2022-12-18,2022-12-28,S,2022-12-15
65066,24208,2,2022-08-18,2022-08-22,S,2022-08-15
68215,24208,2,2022-10-18,2022-10-24,S,2022-10-15
69519,24208,2,2022-11-18,2022-11-27,S,2022-11-15
76245,24235,3,2023-03-28,,N,
68533,24235,2,2022-10-28,2022-11-02,S,2022-10-25
73253,24235,2,2023-01-28,2023-03-28,S,2023-01-25
70191,24235,2,2022-11-28,2022-12-01,S,2022-11-25
53135,24249,3,2021-09-04,,N,
51689,24249,9,2021-07-05,2021-09-04,S,2021-06-25
77567,24252,2,2023-04-28,2023-05-08,S,2023-04-25
79101,24252,2,2023-05-28,2023-06-30,S,2023-05-25
68534,24252,2,2022-10-28,2022-10-29,S,2022-10-25
79862,24255,2,2023-06-18,2023-06-27,S,2023-06-15
78470,24255,2,2023-05-18,2023-05-31,S,2023-05-15
76996,24255,2,2023-04-18,2023-04-28,S,2023-04-15
81175,24255,2,2023-07-18,2023-08-04,S,2023-07-15
72690,24255,2,2023-01-18,2023-01-28,S,2023-01-15
74081,24255,2,2023-02-18,2023-03-07,S,2023-02-15
63638,24298,9,2022-07-13,2022-09-13,S,2022-07-10
66395,24298,3,2022-09-13,,N,
80404,24370,2,2023-06-28,2023-06-30,S,2023-06-25
74552,24370,2,2023-02-28,2023-03-04,S,2023-02-25
68535,24370,2,2022-10-28,2022-11-03,S,2022-10-25
60318,24421,3,2022-04-28,,N,
57793,24421,9,2022-03-07,2022-04-28,S,2022-02-25
55309,24421,2,2021-12-05,2021-12-10,S,2021-11-25
69823,24451,2,2022-11-23,2023-01-23,S,2022-11-20
68390,24451,2,2022-10-23,2022-10-25,S,2022-10-20
72947,24451,3,2023-01-23,,N,
57098,24473,2,2022-02-04,2022-02-08,S,2022-01-25
64217,24473,9,2022-07-28,2022-09-28,S,2022-07-25
58750,24473,2,2022-04-04,2022-04-28,S,2022-03-25
60018,24473,2,2022-03-28,2022-04-28,S,2022-03-25
76396,24473,5,2023-04-13,,N,
67262,24473,3,2022-09-28,2023-04-13,S,
59542,24477,2,2022-04-18,2022-04-19,S,2022-04-15
78299,24480,3,2023-05-13,,N,
75283,24480,2,2023-03-13,2023-05-13,S,2023-03-10
73647,24480,2,2023-02-13,2023-02-14,S,2023-02-10
67085,24492,2,2022-09-28,2022-11-28,S,2022-09-25
70243,24492,3,2022-11-28,,N,
59561,24521,2,2022-04-18,2022-04-19,S,2022-04-15
58272,24522,2,2022-03-20,2022-03-21,S,2022-03-10
75371,24522,3,2023-03-13,,N,
72059,24522,2,2023-01-13,2023-03-13,S,2023-01-10
69226,24522,2,2022-11-13,2022-12-20,S,2022-11-10
54441,24526,9,2021-11-04,2022-01-04,S,2021-10-25
56266,24526,3,2022-01-04,,N,
63871,24564,9,2022-07-18,2022-09-18,S,2022-07-15
77401,24564,5,2023-04-26,,N,
66756,24564,3,2022-09-18,2023-04-26,S,
71924,24604,3,2023-01-08,,N,
64512,24604,2,2022-08-08,2022-08-11,S,2022-08-05
63196,24604,2,2022-07-08,2022-07-15,S,2022-07-05
68822,24604,2,2022-11-08,2023-01-08,S,2022-11-05
57508,24605,2,2022-02-25,2022-03-08,S,2022-02-15
65067,24605,2,2022-08-18,2022-08-19,S,2022-08-15
73943,24618,3,2023-02-13,,N,
70583,24618,2,2022-12-13,2023-02-13,S,2022-12-10
56346,24624,3,2022-01-15,,N,
54649,24624,9,2021-11-15,2022-01-15,S,2021-11-05
65799,24634,3,2022-08-28,,N,
63003,24634,9,2022-06-28,2022-08-28,S,2022-06-25
59562,24672,2,2022-04-18,2022-04-19,S,2022-04-15
40514,24672,2,2020-02-25,2020-03-24,S,2020-02-15
53289,24709,2,2021-09-20,2021-10-06,S,2021-09-10
52651,24709,2,2021-08-20,2021-08-23,S,2021-08-10
63299,24721,9,2022-07-13,2022-09-13,S,2022-07-10
66419,24721,3,2022-09-13,,N,
62062,24721,2,2022-06-13,2022-06-17,S,2022-06-10
62337,24729,2,2022-06-18,2022-06-20,S,2022-06-15
82541,24729,2,2023-08-18,,N,2023-08-15
79888,24729,2,2023-06-18,2023-06-21,S,2023-06-15
77000,24729,2,2023-04-18,2023-04-21,S,2023-04-15
81185,24729,2,2023-07-18,2023-07-22,S,2023-07-15
78481,24729,2,2023-05-18,2023-05-20,S,2023-05-15
65068,24729,2,2022-08-18,2022-08-22,S,2022-08-15
53653,24756,9,2021-09-30,2021-11-30,S,2021-09-20
55257,24756,3,2021-11-30,,N,
49320,24759,2,2021-03-25,2021-04-20,S,2021-03-15
50781,24759,2,2021-05-25,2021-06-21,S,2021-05-15
53483,24759,9,2021-09-25,2021-11-25,S,2021-09-15
55478,24759,5,2021-12-09,,N,
55144,24759,3,2021-11-25,2021-12-09,S,
52180,24759,2,2021-07-25,2021-08-23,S,2021-07-15
75702,24809,2,2023-03-23,2023-03-26,S,2023-03-20
77362,24809,2,2023-04-23,2023-05-02,S,2023-04-20
78745,24809,2,2023-05-23,2023-06-04,S,2023-05-20
81481,24809,2,2023-07-23,2023-07-27,S,2023-07-20
77911,24860,2,2023-05-13,2023-07-13,S,2023-05-10
81057,24860,3,2023-07-13,,N,
76416,24860,2,2023-04-13,2023-04-14,S,2023-04-10
40820,24917,2,2020-03-06,2020-03-26,S,2020-02-25
33991,24917,2,2019-07-05,2019-07-12,S,2019-06-25
63197,24958,2,2022-07-08,2022-07-18,S,2022-07-05
64982,24970,3,2022-08-13,,N,
62063,24970,9,2022-06-13,2022-08-13,S,2022-06-10
54145,24983,9,2021-10-20,2021-12-20,S,2021-10-10
55800,24983,3,2021-12-20,,N,
75647,25011,2,2023-03-18,2023-03-25,S,2023-03-15
81344,25011,3,2023-07-18,,N,
78483,25011,2,2023-05-18,2023-07-18,S,2023-05-15
69537,25011,2,2022-11-18,2022-12-12,S,2022-11-15
38000,25022,9,2019-11-25,2020-01-25,S,2019-11-15
